,simulation,time,R_c
1090,cgenff/SM44/SM44/FEP/water/VDW/0500,50000,0.0031
1091,cgenff/SM44/SM44/FEP/water/VDW/0600,50000,0.0391
1092,cgenff/SM44/SM44/FEP/water/VDW/0650,50000,0.0066
1093,cgenff/SM44/SM44/FEP/water/VDW/0700,189386,0.015
1094,cgenff/SM44/SM44/FEP/water/VDW/0750,50000,0.0395
1095,cgenff/SM44/SM44/FEP/water/VDW/0800,50000,0.0371
1096,cgenff/SM44/SM44/FEP/water/VDW/0850,50000,0.0086
1097,cgenff/SM44/SM44/FEP/water/VDW/0900,50000,0.0101
1098,cgenff/SM44/SM44/FEP/water/VDW/0950,50000,0.0013
1099,cgenff/SM44/SM44/FEP/water/VDW/1000,50000,0.0006
1100,cgenff/SM45/SM45/FEP/octanol/Coulomb/0000,1066650,0.1931
1101,cgenff/SM45/SM45/FEP/octanol/Coulomb/0125,1068924,0.1087
1102,cgenff/SM45/SM45/FEP/octanol/Coulomb/0250,1042384,0.067
1103,cgenff/SM45/SM45/FEP/octanol/Coulomb/0375,1011324,0.0905
1104,cgenff/SM45/SM45/FEP/octanol/Coulomb/0500,584606,0.0449
1105,cgenff/SM45/SM45/FEP/octanol/Coulomb/0750,50000,0.0371
1106,cgenff/SM45/SM45/FEP/octanol/Coulomb/1000,50000,0.0107
1107,cgenff/SM45/SM45/FEP/octanol/VDW/0000,158335,0.0066
1108,cgenff/SM45/SM45/FEP/octanol/VDW/0050,50000,0.0379
1109,cgenff/SM45/SM45/FEP/octanol/VDW/0100,50000,0.0467
1110,cgenff/SM45/SM45/FEP/octanol/VDW/0200,50000,0.0144
1111,cgenff/SM45/SM45/FEP/octanol/VDW/0300,50000,0.0024
1112,cgenff/SM45/SM45/FEP/octanol/VDW/0400,158030,0.0223
1113,cgenff/SM45/SM45/FEP/octanol/VDW/0500,50000,0.0209
1114,cgenff/SM45/SM45/FEP/octanol/VDW/0600,156114,0.0101
1115,cgenff/SM45/SM45/FEP/octanol/VDW/0650,158541,0.0153
1116,cgenff/SM45/SM45/FEP/octanol/VDW/0700,236694,0.0298
1117,cgenff/SM45/SM45/FEP/octanol/VDW/0750,403971,0.0468
1118,cgenff/SM45/SM45/FEP/octanol/VDW/0800,711600,0.0483
1119,cgenff/SM45/SM45/FEP/octanol/VDW/0850,706531,0.0461
1120,cgenff/SM45/SM45/FEP/octanol/VDW/0900,234046,0.0408
1121,cgenff/SM45/SM45/FEP/octanol/VDW/0950,151934,0.0096
1122,cgenff/SM45/SM45/FEP/octanol/VDW/1000,50000,0.0194
1123,cgenff/SM45/SM45/FEP/water/Coulomb/0000,50000,0.0459
1124,cgenff/SM45/SM45/FEP/water/Coulomb/0250,50000,0.0194
1125,cgenff/SM45/SM45/FEP/water/Coulomb/0500,50000,0.0032
1126,cgenff/SM45/SM45/FEP/water/Coulomb/0750,50000,0.0236
1127,cgenff/SM45/SM45/FEP/water/Coulomb/1000,50000,0.0183
1128,cgenff/SM45/SM45/FEP/water/VDW/0000,50000,0.0003
1129,cgenff/SM45/SM45/FEP/water/VDW/0050,50000,0.0005
1130,cgenff/SM45/SM45/FEP/water/VDW/0100,50000,0.0006
1131,cgenff/SM45/SM45/FEP/water/VDW/0200,50000,0.0009
1132,cgenff/SM45/SM45/FEP/water/VDW/0300,50000,0.0017
1133,cgenff/SM45/SM45/FEP/water/VDW/0400,50000,0.0015
1134,cgenff/SM45/SM45/FEP/water/VDW/0500,50000,0.0039
1135,cgenff/SM45/SM45/FEP/water/VDW/0600,50000,0.0056
1136,cgenff/SM45/SM45/FEP/water/VDW/0650,50000,0.0272
1137,cgenff/SM45/SM45/FEP/water/VDW/0700,50000,0.045
1138,cgenff/SM45/SM45/FEP/water/VDW/0750,50000,0.0496
1139,cgenff/SM45/SM45/FEP/water/VDW/0800,169064,0.0144
1140,cgenff/SM45/SM45/FEP/water/VDW/0850,50000,0.0205
1141,cgenff/SM45/SM45/FEP/water/VDW/0900,50000,0.0086
1142,cgenff/SM45/SM45/FEP/water/VDW/0950,50000,0.003
1143,cgenff/SM45/SM45/FEP/water/VDW/1000,50000,0.0004
1144,cgenff/SM46/SM46/FEP/octanol/Coulomb/0000,1020544,0.1774
1145,cgenff/SM46/SM46/FEP/octanol/Coulomb/0125,1049879,0.1622
1146,cgenff/SM46/SM46/FEP/octanol/Coulomb/0250,351990,0.0243
1147,cgenff/SM46/SM46/FEP/octanol/Coulomb/0375,429635,0.0346
1148,cgenff/SM46/SM46/FEP/octanol/Coulomb/0500,145451,0.0281
1149,cgenff/SM46/SM46/FEP/octanol/Coulomb/0750,50000,0.0302
1150,cgenff/SM46/SM46/FEP/octanol/Coulomb/1000,50000,0.0047
1151,cgenff/SM46/SM46/FEP/octanol/VDW/0000,161441,0.0209
1152,cgenff/SM46/SM46/FEP/octanol/VDW/0050,161427,0.0134
1153,cgenff/SM46/SM46/FEP/octanol/VDW/0100,163074,0.0169
1154,cgenff/SM46/SM46/FEP/octanol/VDW/0200,50000,0.0061
1155,cgenff/SM46/SM46/FEP/octanol/VDW/0300,246261,0.0373
1156,cgenff/SM46/SM46/FEP/octanol/VDW/0400,50000,0.0074
1157,cgenff/SM46/SM46/FEP/octanol/VDW/0500,50000,0.0466
1158,cgenff/SM46/SM46/FEP/octanol/VDW/0600,162090,0.0178
1159,cgenff/SM46/SM46/FEP/octanol/VDW/0650,50000,0.0307
1160,cgenff/SM46/SM46/FEP/octanol/VDW/0700,242716,0.0321
1161,cgenff/SM46/SM46/FEP/octanol/VDW/0750,242796,0.0328
1162,cgenff/SM46/SM46/FEP/octanol/VDW/0800,964145,0.0461
1163,cgenff/SM46/SM46/FEP/octanol/VDW/0850,856743,0.0477
1164,cgenff/SM46/SM46/FEP/octanol/VDW/0900,237896,0.0434
1165,cgenff/SM46/SM46/FEP/octanol/VDW/0950,158173,0.014
1166,cgenff/SM46/SM46/FEP/octanol/VDW/1000,50000,0.0286
1167,cgenff/SM46/SM46/FEP/water/Coulomb/0000,50000,0.0052
1168,cgenff/SM46/SM46/FEP/water/Coulomb/0250,50000,0.0019
1169,cgenff/SM46/SM46/FEP/water/Coulomb/0500,50000,0.0036
1170,cgenff/SM46/SM46/FEP/water/Coulomb/0750,50000,0.0009
1171,cgenff/SM46/SM46/FEP/water/Coulomb/1000,50000,0.0007
1172,cgenff/SM46/SM46/FEP/water/VDW/0000,50000,0.0004
1173,cgenff/SM46/SM46/FEP/water/VDW/0050,50000,0.0015
1174,cgenff/SM46/SM46/FEP/water/VDW/0100,50000,0.0009
1175,cgenff/SM46/SM46/FEP/water/VDW/0200,50000,0.0006
1176,cgenff/SM46/SM46/FEP/water/VDW/0300,50000,0.0013
1177,cgenff/SM46/SM46/FEP/water/VDW/0400,50000,0.0029
1178,cgenff/SM46/SM46/FEP/water/VDW/0500,50000,0.0046
1179,cgenff/SM46/SM46/FEP/water/VDW/0600,50000,0.0065
1180,cgenff/SM46/SM46/FEP/water/VDW/0650,50000,0.0175
1181,cgenff/SM46/SM46/FEP/water/VDW/0700,185829,0.0086
1182,cgenff/SM46/SM46/FEP/water/VDW/0750,181747,0.0233
1183,cgenff/SM46/SM46/FEP/water/VDW/0800,177736,0.026
1184,cgenff/SM46/SM46/FEP/water/VDW/0850,50000,0.0028
1185,cgenff/SM46/SM46/FEP/water/VDW/0900,50000,0.001
1186,cgenff/SM46/SM46/FEP/water/VDW/0950,50000,0.0032
1187,cgenff/SM46/SM46/FEP/water/VDW/1000,50000,0.001
